member_id,employer_ref,policy_number,enrolment_date,total_contribution_cumulative_eur,retirement_date,employee_contribution_monthly_eur,employer_contribution_monthly_eur,age,gender,opt_out_date,company_name,annual_salary_estimate_eur,loss
MEM0001555,EMP000031,8090293,14-02-2021,11869.04,10-05-2059,123.9,128.63,34,Female,,Nest Pension Ltd,61771,
MEM0001556,EMP000012,5855124,11-10-2022,6594.87,07-01-2039,129.9,114.35,53,Female,,Nest Pension Ltd,35201,
MEM0001557,EMP000002,6279418,27-08-2013,42744.56,04-08-2050,161.05,148.69,42,Female,,Nest Pension Ltd,44003,
MEM0001558,EMP000005,1728977,14-08-2011,34037.72,30-03-2027,108.54,101.57,60,Female,,Nest Pension Ltd,49368,
MEM0001559,EMP000026,5661907,25-10-2021,5001.09,22-08-2049,66.95,64.66,31,Male,,Nest Pension Ltd,14032,
MEM0001560,EMP000025,3341057,20-06-2012,51047.38,17-08-2048,176.53,159.31,32,Male,,Nest Pension Ltd,53038,
MEM0001561,EMP000006,5528972,14-03-2013,36284.82,20-11-2033,124.6,129.14,71,Female,,Nest Pension Ltd,49580,
MEM0001562,EMP000007,1971823,04-08-2017,29153.84,05-10-2053,167.98,155.95,32,Male,,Nest Pension Ltd,34800,
MEM0001563,EMP000037,5924115,29-08-2013,13953.36,24-04-2040,49.73,51.38,50,Male,,Nest Pension Ltd,20513,
MEM0001564,EMP000004,5041154,01-01-2016,16052.43,02-03-2025,68.26,79.01,68,Male,,Nest Pension Ltd,26921,
MEM0001565,EMP000003,3608513,20-03-2022,2235.34,01-12-2042,35.54,32.2,40,Female,,Nest Pension Ltd,12000,
MEM0001566,EMP000027,1728977,10-01-2010,99634.19,01-05-2031,264.52,282.92,48,Male,,Nest Pension Ltd,65338,
MEM0001567,EMP000010,7700828,12-09-2024,766.96,22-08-2049,116.66,138.99,38,Male,,Nest Pension Ltd,51381,
MEM0001568,EMP000046,6647119,11-01-2021,11644.34,28-04-2049,124.54,118.05,33,Male,,Nest Pension Ltd,26781,
MEM0001569,EMP000019,7073292,17-09-2011,67416.77,16-01-2029,198.2,220.54,72,Female,,Nest Pension Ltd,54361,
MEM0001570,EMP000006,2571945,24-07-2023,6771.21,20-02-2055,206.89,191.42,30,Female,,Nest Pension Ltd,73818,
MEM0001571,EMP000039,1768805,16-07-2019,5942.1,22-05-2055,41.17,48.86,34,Female,,Nest Pension Ltd,12942,
MEM0001572,EMP000023,3608513,30-01-2016,8298.81,02-08-2031,39.78,37.06,59,Female,,Nest Pension Ltd,16058,
MEM0001573,EMP000046,8536477,18-01-2010,83569.84,22-06-2040,222.95,236.22,43,Male,,Nest Pension Ltd,59281,
MEM0001574,EMP000029,8935169,24-09-2020,11142.17,08-07-2055,110.79,107.68,28,Male,,Nest Pension Ltd,41237,
MEM0001575,EMP000047,1938483,31-03-2013,11484.34,25-05-2053,42.71,37.6,36,Male,,Nest Pension Ltd,12557,
MEM0001576,EMP000025,7700828,28-02-2017,14049.2,29-10-2028,76.33,71.56,58,Female,,Nest Pension Ltd,21226,
MEM0001577,EMP000027,6229731,12-04-2024,2054.74,08-03-2043,136.74,120.1,41,Female,,Nest Pension Ltd,31869,
MEM0001578,EMP000025,5218028,28-04-2022,5917.01,23-01-2036,84.86,100.05,53,Male,,Nest Pension Ltd,30309,
MEM0001579,EMP000035,6960453,17-08-2018,15422.89,02-05-2062,91.65,108.65,31,Female,,Nest Pension Ltd,23615,
MEM0001580,EMP000045,8106470,02-12-2014,15330.02,26-05-2052,64.04,61.62,35,Male,,Nest Pension Ltd,20318,
MEM0001581,EMP000002,4679591,11-07-2022,7351.27,03-09-2031,130.05,114.99,52,Male,,Nest Pension Ltd,25149,
MEM0001582,EMP000023,4679591,15-02-2013,21600.4,21-04-2044,81.5,68.5,49,Female,,Nest Pension Ltd,31095,
MEM0001583,EMP000036,5218028,10-06-2015,42817.37,30-06-2044,166.24,202.88,42,Female,,Nest Pension Ltd,38349,
MEM0001584,EMP000008,5672073,18-03-2013,23345.35,06-03-2025,76.26,86.99,55,Female,,Nest Pension Ltd,17024,
MEM0001585,EMP000024,4903402,18-05-2012,51090.38,24-05-2034,183.48,150.44,69,Female,,Nest Pension Ltd,51262,
MEM0001586,EMP000011,2458591,18-04-2013,20735.08,24-05-2029,80.21,65.81,54,Male,,Nest Pension Ltd,38154,
MEM0001587,EMP000001,3109911,05-05-2019,15362.51,23-12-2050,103.62,122.3,34,Female,,Nest Pension Ltd,42133,
MEM0001588,EMP000048,7089806,19-09-2016,7596.67,06-03-2035,40.54,35.43,58,Male,,Nest Pension Ltd,12000,
MEM0001589,EMP000042,4993055,19-04-2010,18561.54,02-07-2030,49.62,54.08,52,Male,,Nest Pension Ltd,23423,
MEM0001590,EMP000042,8078673,21-07-2023,4386.05,18-07-2052,141.26,116.74,32,Male,,Nest Pension Ltd,27530,
MEM0001591,EMP000028,6543670,10-03-2020,7059.66,25-12-2029,65.36,56.36,59,Male,,Nest Pension Ltd,29792,
MEM0001592,EMP000046,6960453,03-07-2019,13618.53,10-08-2052,101.72,104.62,35,Female,,Nest Pension Ltd,46562,
MEM0001593,EMP000009,6944126,02-10-2014,37004.32,19-01-2026,135.92,162.5,55,Male,,Nest Pension Ltd,30057,
MEM0001594,EMP000048,2161193,28-07-2023,6690.5,17-03-2069,196.9,196.66,25,Male,,Nest Pension Ltd,60122,
MEM0001595,EMP000042,7455324,14-07-2018,33072.01,13-01-2045,224.94,199.06,36,Female,,Nest Pension Ltd,44206,
MEM0001596,EMP000013,4684531,07-06-2012,43538.4,02-12-2043,151.56,133,38,Female,,Nest Pension Ltd,40631,
MEM0001597,EMP000022,2458591,17-05-2015,9054.75,12-02-2038,37.04,40.35,47,Male,,Nest Pension Ltd,12000,
MEM0001598,EMP000014,4553384,31-03-2010,20782.13,01-01-2033,53.38,62.72,53,Male,,Nest Pension Ltd,21425,
MEM0001599,EMP000003,2197935,15-01-2016,21800.21,22-10-2047,105.99,94.01,33,Female,,Nest Pension Ltd,32146,
MEM0001600,EMP000031,2571945,29-01-2011,13085.31,01-07-2028,37.43,40,53,Male,,Nest Pension Ltd,12538,
MEM0001601,EMP000023,7897151,02-05-2016,9554.41,06-10-2032,49.43,41.56,53,Female,,Nest Pension Ltd,18556,
MEM0001602,EMP000047,7073292,27-11-2012,40287.51,13-06-2052,136.55,137.51,38,Female,,Nest Pension Ltd,33981,
MEM0001603,EMP000033,5661907,06-04-2021,9231,25-01-2048,96.69,108.44,32,Female,,Nest Pension Ltd,44131,
MEM0001604,EMP000031,9852897,03-11-2010,27648.36,13-01-2033,87.31,73.44,52,Female,,Nest Pension Ltd,26643,
MEM0001605,EMP000006,3030113,04-02-2012,70004.78,11-01-2040,207.63,238.26,46,Female,,Nest Pension Ltd,47634,
MEM0001606,EMP000050,5076817,12-08-2013,36392.98,16-06-2027,122.88,140.84,63,Female,,Nest Pension Ltd,35347,
MEM0001607,EMP000050,5137722,14-01-2020,6611.21,01-06-2057,50.37,59.82,32,Male,,Nest Pension Ltd,15039,
MEM0001608,EMP000028,1499914,11-09-2018,8703.46,13-07-2045,61.94,52.58,41,Female,,Nest Pension Ltd,12000,
MEM0001609,EMP000010,3109911,30-01-2024,1430.02,04-02-2030,66.74,63.26,51,Male,,Nest Pension Ltd,13834,
MEM0001610,EMP000020,2321324,16-12-2011,69824.93,08-07-2028,241.2,200.73,64,Male,,Nest Pension Ltd,47047,
MEM0001611,EMP000019,2322047,13-07-2011,11714.05,01-01-2041,33.43,38,50,Male,,Nest Pension Ltd,12000,
MEM0001612,EMP000012,3219824,02-05-2020,21593.96,02-09-2054,192.92,192.69,40,Female,,Nest Pension Ltd,39672,
MEM0001613,EMP000029,4860684,24-02-2013,15654.1,05-03-2056,53.64,55.07,38,Male,,Nest Pension Ltd,12026,
MEM0001614,EMP000019,2065818,05-03-2019,16852.75,07-05-2029,126.85,113.9,64,Male,,Nest Pension Ltd,52254,
MEM0001615,EMP000033,8574680,13-01-2017,12809.37,25-12-2031,66.25,67.18,50,Male,,Nest Pension Ltd,24358,
MEM0001616,EMP000029,7366205,16-12-2010,72479.59,24-04-2033,200.68,225.67,73,Female,,Nest Pension Ltd,44668,
MEM0001617,EMP000045,2161193,07-03-2010,40930.04,26-07-2039,122.81,104.58,43,Male,,Nest Pension Ltd,35508,
MEM0001618,EMP000037,2065818,21-08-2011,16358.76,05-04-2045,50.41,50.57,47,Female,,Nest Pension Ltd,17143,
MEM0001619,EMP000023,9398441,04-07-2020,6155.27,25-08-2032,53.57,60.42,58,Male,,Nest Pension Ltd,23431,
MEM0001620,EMP000047,4612365,26-11-2018,6768.75,15-06-2033,43.56,47.91,53,Male,,Nest Pension Ltd,12000,
MEM0001621,EMP000021,5137722,22-07-2023,6941.3,13-07-2032,203.46,204.85,52,Female,,Nest Pension Ltd,45318,
MEM0001622,EMP000008,1938483,12-03-2020,14745.93,29-10-2057,119.51,134.73,26,Male,,Nest Pension Ltd,25805,
MEM0001623,EMP000014,9375710,29-09-2022,3520.28,19-10-2067,70.55,59.83,24,Female,,Nest Pension Ltd,22240,
MEM0001624,EMP000024,5476583,14-08-2020,8662.59,25-11-2043,88.82,74.63,37,Female,,Nest Pension Ltd,26884,
MEM0001625,EMP000049,2188789,27-06-2019,19831.05,11-05-2046,134.36,161.63,42,Male,,Nest Pension Ltd,39799,
MEM0001626,EMP000010,8038374,22-02-2016,11390.15,20-07-2028,55.33,51.12,53,Female,,Nest Pension Ltd,13895,
MEM0001627,EMP000029,5218028,08-10-2021,6163.63,03-01-2052,73.15,84.89,36,Female,,Nest Pension Ltd,25570,
MEM0001628,EMP000006,2921859,02-09-2017,17842.33,07-12-2038,96.57,103.91,46,Male,,Nest Pension Ltd,30837,
MEM0001629,EMP000027,6007072,31-08-2020,5457.79,17-11-2036,56.33,48.63,58,Female,,Nest Pension Ltd,12000,
MEM0001630,EMP000028,7700828,17-10-2022,3288.01,28-07-2034,64.07,62.39,46,Female,,Nest Pension Ltd,34681,
MEM0001631,EMP000039,4905582,30-09-2011,43624.53,13-06-2032,122.48,148.48,70,Female,,Nest Pension Ltd,29399,
MEM0001632,EMP000047,6944126,05-02-2017,17136.54,17-09-2056,88.3,90.21,27,Female,,Nest Pension Ltd,27497,
MEM0001633,EMP000032,9375710,19-07-2012,29089.5,07-04-2030,99.74,92.91,58,Female,,Nest Pension Ltd,27765,
MEM0001634,EMP000029,2622631,24-03-2024,4497.58,09-04-2034,251.43,248.3,48,Male,,Nest Pension Ltd,51484,
MEM0001635,EMP000013,5218028,01-04-2022,6499.05,11-07-2059,91.11,105.83,32,Male,,Nest Pension Ltd,37012,
MEM0001636,EMP000013,1527021,09-12-2022,5952.65,01-06-2069,122.87,115.24,22,Male,,Nest Pension Ltd,41425,
MEM0001637,EMP000020,3710343,18-10-2012,22937.08,04-06-2028,76.15,78.83,63,Male,,Nest Pension Ltd,41462,
MEM0001638,EMP000023,7700828,02-03-2022,3365.88,24-04-2040,51.96,47.04,49,Female,,Nest Pension Ltd,15864,
MEM0001639,EMP000030,2921859,15-05-2018,28681.9,09-02-2048,191.27,167.25,37,Male,,Nest Pension Ltd,37481,
MEM0001640,EMP000019,1120642,24-10-2019,4813.61,16-10-2027,37.66,38.75,65,Female,,Nest Pension Ltd,14269,
MEM0001641,EMP000007,3678638,30-04-2012,46334.33,04-03-2043,152.84,148.03,37,Female,,Nest Pension Ltd,31593,
MEM0001642,EMP000007,7273233,29-12-2023,3712.22,16-11-2030,149.9,159.45,55,Male,,Nest Pension Ltd,32873,
MEM0001643,EMP000038,8078673,22-12-2024,241.4,02-04-2055,117.73,123.67,38,Male,,Nest Pension Ltd,42568,
MEM0001644,EMP000030,2437026,19-07-2018,11549.04,07-03-2053,70.2,77.86,33,Female,,Nest Pension Ltd,44398,
MEM0001645,EMP000023,5418934,06-04-2019,16605.85,11-10-2029,112.91,127.75,50,Female,,Nest Pension Ltd,46301,
MEM0001646,EMP000033,4842788,02-01-2016,25584.26,25-07-2044,111.29,123.43,44,Female,,Nest Pension Ltd,25781,
MEM0001647,EMP000001,9877065,25-09-2010,65897.49,03-12-2045,202.52,178.39,34,Female,,Nest Pension Ltd,54380,
MEM0001648,EMP000034,8231838,16-06-2023,3685.95,04-09-2048,104.51,100.26,41,Female,,Nest Pension Ltd,23762,
MEM0001649,EMP000028,2197935,19-06-2022,4472,26-04-2039,71.32,77.75,47,Female,,Nest Pension Ltd,19165,
MEM0001650,EMP000004,8973915,17-08-2019,13983.88,03-11-2058,106.4,108.74,33,Male,,Nest Pension Ltd,29694,
MEM0001651,EMP000021,9197443,21-07-2013,28387.24,05-09-2028,105.45,98.77,58,Female,,Nest Pension Ltd,29521,
MEM0001652,EMP000009,9897858,27-08-2012,10737.69,16-06-2034,36.84,34.74,72,Female,,Nest Pension Ltd,12000,
MEM0001653,EMP000017,2437026,26-07-2013,36926.54,06-09-2034,120.09,145.57,51,Male,,Nest Pension Ltd,32410,
MEM0001654,EMP000028,5614226,08-02-2024,2933.61,20-02-2031,157.78,135.58,57,Female,,Nest Pension Ltd,44580,
MEM0001655,EMP000035,5667265,29-10-2022,5933.36,31-12-2033,105.43,122.78,46,Female,,Nest Pension Ltd,34561,
MEM0001656,EMP000041,5159166,12-01-2018,19503.69,04-12-2049,125.37,106.82,37,Female,,Nest Pension Ltd,46626,
MEM0001657,EMP000020,2338687,04-01-2022,10020.93,09-05-2054,146.93,131.43,37,Female,,Nest Pension Ltd,35472,
MEM0001658,EMP000018,1109031,23-03-2013,47599.47,02-07-2031,150.93,181.93,71,Female,,Nest Pension Ltd,45351,
MEM0001659,EMP000008,1054447,14-05-2023,3269.54,17-07-2054,84.88,87.2,28,Male,,Nest Pension Ltd,29839,
MEM0001660,EMP000012,8090293,26-09-2011,18114.95,25-03-2030,56.3,56.22,64,Female,,Nest Pension Ltd,29381,
MEM0001661,EMP000014,3684052,04-04-2012,69342.11,11-04-2029,234.34,213.03,63,Male,,Nest Pension Ltd,63504,
MEM0001662,EMP000032,3030113,18-09-2011,68362.52,20-03-2047,209.45,215.16,46,Female,,Nest Pension Ltd,50345,
MEM0001663,EMP000041,3653446,12-08-2013,39333.17,09-08-2046,130.71,154.31,42,Female,,Nest Pension Ltd,52792,
MEM0001664,EMP000043,3109911,27-02-2024,5513,26-04-2029,286.08,265.22,58,Female,,Nest Pension Ltd,58104,
MEM0001665,EMP000023,6007072,09-10-2023,6466.14,27-12-2028,209.86,252.01,59,Female,,Nest Pension Ltd,51873,
MEM0001666,EMP000017,7374122,29-04-2014,14342.21,05-04-2025,50.13,61.05,68,Male,,Nest Pension Ltd,12000,
MEM0001667,EMP000049,3094235,07-11-2014,22921.74,22-02-2030,85.11,101.25,53,Male,,Nest Pension Ltd,36700,
MEM0001668,EMP000009,3728882,15-11-2011,33064.48,26-03-2047,111.91,96.04,41,Male,,Nest Pension Ltd,41884,
MEM0001669,EMP000006,8187926,15-05-2022,7996.76,15-01-2054,117.23,132.67,40,Male,,Nest Pension Ltd,41281,
MEM0001670,EMP000026,2338687,11-08-2015,40995.06,20-07-2046,190.75,168.86,40,Female,,Nest Pension Ltd,38308,
MEM0001671,EMP000046,1938483,24-10-2018,31591.92,06-01-2057,194.71,226.52,32,Female,,Nest Pension Ltd,44892,
MEM0001672,EMP000047,9517169,21-09-2019,36195.34,17-07-2040,277.69,287.86,53,Female,,Nest Pension Ltd,61497,
MEM0001673,EMP000021,8574680,31-05-2012,27310.53,30-03-2027,97.2,81.3,70,Female,,Nest Pension Ltd,32474,
MEM0001674,EMP000024,5159166,11-06-2011,31823.88,30-09-2035,99.74,93.13,61,Male,,Nest Pension Ltd,30109,
MEM0001675,EMP000038,7402509,01-08-2016,56453.64,18-02-2027,283.72,269.75,66,Male,,Nest Pension Ltd,60738,
MEM0001676,EMP000012,7637601,19-08-2019,9101.59,13-12-2054,76.25,63.77,36,Male,,Nest Pension Ltd,33537,
MEM0001677,EMP000043,9279821,06-05-2018,18495.76,28-06-2054,119.19,109.15,35,Male,,Nest Pension Ltd,23892,
MEM0001678,EMP000045,5614226,18-05-2017,21156.75,23-02-2054,113.67,116.29,40,Female,,Nest Pension Ltd,47972,
MEM0001679,EMP000015,2161193,27-06-2011,47810.49,25-04-2032,157.14,134.39,57,Male,,Nest Pension Ltd,29903,
MEM0001680,EMP000014,3608513,01-08-2022,9839.1,16-05-2043,170.26,169.02,39,Female,,Nest Pension Ltd,38474,
MEM0001681,EMP000027,6543670,06-10-2019,23971.69,08-01-2045,186.86,193.64,45,Male,,Nest Pension Ltd,46407,
MEM0001682,EMP000032,7273233,19-01-2011,16214.71,13-03-2042,50,45.95,50,Male,,Nest Pension Ltd,12000,
MEM0001683,EMP000011,4374754,01-05-2017,15616.05,27-08-2028,79.62,88.29,64,Female,,Nest Pension Ltd,33036,
MEM0001684,EMP000019,4744854,08-06-2024,2880.34,29-01-2030,234.19,245.87,56,Male,,Nest Pension Ltd,51923,
MEM0001685,EMP000026,1533224,19-12-2021,12235.88,08-06-2027,179.13,160.76,56,Female,,Nest Pension Ltd,34178,
MEM0001686,EMP000005,3997281,19-02-2012,22041.25,04-07-2030,66.88,74.41,58,Male,,Nest Pension Ltd,21163,
MEM0001687,EMP000023,2065818,16-10-2011,35265.69,14-11-2031,119.51,100.9,68,Male,,Nest Pension Ltd,45408,
MEM0001688,EMP000020,5672073,12-03-2020,15565.18,30-01-2039,134.23,134.14,55,Female,,Nest Pension Ltd,45748,
MEM0001689,EMP000008,9279821,11-11-2023,2210.71,25-02-2053,79.52,90.53,27,Male,,Nest Pension Ltd,25383,
MEM0001690,EMP000001,5437923,11-05-2012,82206.64,27-08-2040,248.83,288.47,52,Male,,Nest Pension Ltd,77364,
MEM0001691,EMP000013,7829332,10-04-2018,11401.27,26-09-2034,64.93,75.83,60,Male,,Nest Pension Ltd,20732,
MEM0001692,EMP000003,6647119,29-01-2011,23006.41,08-06-2029,64.7,71.43,52,Male,,Nest Pension Ltd,29872,
MEM0001693,EMP000040,1790481,21-01-2016,37062.48,07-11-2045,160.29,182.88,38,Male,,Nest Pension Ltd,53827,
MEM0001694,EMP000009,9375710,27-04-2013,26303.07,16-03-2025,86.09,99.14,68,Male,,Nest Pension Ltd,27534,
MEM0001695,EMP000008,1326765,01-11-2021,22095.32,26-09-2057,314.7,266.76,38,Male,,Nest Pension Ltd,60665,
MEM0001696,EMP000018,7637601,29-10-2020,10639.26,07-03-2044,98.55,114.24,38,Female,,Nest Pension Ltd,42859,
MEM0001697,EMP000046,1109031,01-12-2017,9760.25,01-11-2026,56.09,57.4,62,Female,,Nest Pension Ltd,33425,
MEM0001698,EMP000014,4993055,02-10-2011,49512.88,20-10-2057,148.8,158.73,37,Male,,Nest Pension Ltd,44191,
MEM0001699,EMP000043,7120868,02-07-2020,20749.01,04-03-2038,189.59,194.65,48,Male,,Nest Pension Ltd,49605,
MEM0001700,EMP000014,8099076,01-11-2021,14058.43,05-04-2040,170.91,199.05,55,Female,,Nest Pension Ltd,39481,
MEM0001701,EMP000020,3219824,08-03-2020,12265.28,06-05-2049,112.34,99.13,33,Male,,Nest Pension Ltd,47851,
MEM0001702,EMP000024,2839607,24-02-2020,22791.91,04-06-2029,184.08,202.22,63,Female,,Nest Pension Ltd,40970,
MEM0001703,EMP000013,8038374,26-03-2016,16859.97,09-03-2030,72.27,86.79,55,Male,,Nest Pension Ltd,43339,
MEM0001704,EMP000037,1352896,16-04-2012,11635.99,30-05-2052,35.94,39.62,41,Female,,Nest Pension Ltd,12000,
MEM0001705,EMP000016,4744854,03-05-2020,10398.01,09-05-2052,90.15,95.53,35,Male,,Nest Pension Ltd,28280,
MEM0001706,EMP000034,3653446,23-11-2017,14081.13,25-08-2040,84.19,79.54,43,Male,,Nest Pension Ltd,16777,
MEM0001707,EMP000028,8606962,18-05-2013,37926.09,27-01-2037,123.58,145.4,56,Male,,Nest Pension Ltd,50342,
MEM0001708,EMP000029,4684531,18-04-2018,19197.33,08-03-2049,120.17,116.83,32,Male,,Nest Pension Ltd,32143,
MEM0001709,EMP000028,2338687,05-08-2016,19288.91,26-10-2051,94.63,94.48,40,Female,,Nest Pension Ltd,40075,
MEM0001710,EMP000034,7693979,26-01-2021,4937.23,19-03-2032,57.23,47.82,56,Female,,Nest Pension Ltd,20111,
MEM0001711,EMP000042,9961380,28-06-2012,17960.17,19-07-2036,58.99,59.17,46,Female,,Nest Pension Ltd,29241,
MEM0001712,EMP000037,5528972,10-05-2015,43854.99,19-09-2049,174.61,200.22,33,Male,,Nest Pension Ltd,38034,
MEM0001713,EMP000040,9143903,28-01-2019,16867.44,14-03-2041,115.5,118.77,50,Male,,Nest Pension Ltd,55864,
MEM0001714,EMP000045,5528972,08-02-2021,6374.59,16-05-2048,61.58,74.05,36,Male,,Nest Pension Ltd,14660,
MEM0001715,EMP000019,4594297,17-05-2023,4445.14,29-06-2040,106.01,127.94,39,Male,,Nest Pension Ltd,27219,
MEM0001716,EMP000045,8574680,10-09-2020,17010.65,01-12-2043,157.13,170,43,Male,,Nest Pension Ltd,47798,
MEM0001717,EMP000005,5918715,15-03-2014,30140.2,19-05-2042,125.37,104.71,51,Female,,Nest Pension Ltd,36608,
MEM0001718,EMP000043,9517485,07-08-2019,13514.18,01-11-2033,103.59,104.32,46,Female,,Nest Pension Ltd,30217,
MEM0001719,EMP000005,7067228,21-03-2010,37387.51,17-07-2031,105.97,102.9,72,Male,,Nest Pension Ltd,45463,
MEM0001720,EMP000016,3997281,15-06-2012,30987.1,24-03-2046,110.95,92.91,34,Female,,Nest Pension Ltd,22458,
MEM0001721,EMP000019,6960453,13-10-2021,2360.13,25-12-2028,28.86,31.66,55,Female,,Nest Pension Ltd,16511,
MEM0001722,EMP000007,2110460,12-07-2017,15338.05,02-01-2040,92.78,77.64,55,Female,,Nest Pension Ltd,24732,
MEM0001723,EMP000017,2191066,29-11-2020,11046.23,14-07-2051,107.48,117.95,40,Male,,Nest Pension Ltd,33395,
MEM0001724,EMP000023,2110460,26-06-2017,37770.67,27-05-2035,216.11,198.95,60,Female,,Nest Pension Ltd,64133,
MEM0001725,EMP000039,6007072,12-07-2012,30817.25,21-09-2030,102.95,101.14,49,Female,,Nest Pension Ltd,30727,
MEM0001726,EMP000015,1120642,06-03-2013,40143.29,14-03-2041,153.97,126.75,53,Male,,Nest Pension Ltd,33407,
MEM0001727,EMP000048,5672073,30-08-2019,20579.34,09-10-2037,156.84,159.77,48,Male,,Nest Pension Ltd,39428,
MEM0001728,EMP000025,2074176,03-06-2012,43260.79,19-02-2045,140.81,141.94,49,Male,,Nest Pension Ltd,31426,
MEM0001729,EMP000044,8187926,06-06-2017,31927.91,19-10-2040,187.43,159.61,52,Male,,Nest Pension Ltd,75545,
MEM0001730,EMP000003,3770370,31-08-2021,9531.55,05-04-2039,109.6,128.69,44,Female,,Nest Pension Ltd,31540,
MEM0001731,EMP000037,5408072,20-06-2016,8971.8,23-02-2045,39.97,47.13,35,Female,,Nest Pension Ltd,12000,
MEM0001732,EMP000010,9398441,15-05-2013,28709.66,06-04-2031,111.73,91.88,64,Female,,Nest Pension Ltd,45262,
MEM0001733,EMP000020,9517169,19-06-2016,7464.1,16-06-2056,39.68,32.79,32,Male,,Nest Pension Ltd,18277,
MEM0001734,EMP000014,4842788,21-04-2023,6522.46,19-12-2052,167.95,158.17,28,Male,,Nest Pension Ltd,52953,
MEM0001735,EMP000028,7700828,22-10-2024,388.15,18-02-2061,88.53,105.55,20,Male,,Nest Pension Ltd,37408,
MEM0001736,EMP000019,3710343,03-12-2024,515.52,15-01-2032,267.35,248.17,55,Female,,Nest Pension Ltd,55431,
MEM0001737,EMP000010,2582524,31-05-2014,34558.64,16-06-2027,132.42,137.57,57,Male,,Nest Pension Ltd,37764,
MEM0001738,EMP000023,9961380,15-04-2024,1097.17,30-10-2048,70.9,66.25,44,Female,09-06-2024,Nest Pension Ltd,28699,
MEM0001739,EMP000017,2110460,23-05-2023,4726.44,01-03-2045,123.05,125.71,40,Male,,Nest Pension Ltd,40375,
MEM0001740,EMP000021,3770370,14-02-2013,21691.08,16-04-2044,75.09,75.54,43,Male,,Nest Pension Ltd,17051,
MEM0001741,EMP000013,2110460,03-11-2016,8189.55,10-08-2056,43.13,39.59,33,Female,,Nest Pension Ltd,21178,
MEM0001742,EMP000030,5041154,11-02-2014,27772.46,26-03-2038,102.89,107.51,54,Male,,Nest Pension Ltd,26519,
MEM0001743,EMP000029,4993055,10-01-2017,4660.81,05-01-2033,23.11,24.94,59,Male,,Nest Pension Ltd,12000,
MEM0001744,EMP000023,2921859,18-06-2020,11638.73,04-02-2043,101.28,110.33,50,Male,,Nest Pension Ltd,27228,
MEM0001745,EMP000036,2719583,11-06-2019,6190.9,12-04-2054,49.87,42.53,30,Female,,Nest Pension Ltd,26499,
MEM0001746,EMP000016,3770370,27-06-2021,5296.85,06-05-2038,60.28,65.84,46,Female,,Nest Pension Ltd,26002,
MEM0001747,EMP000037,7730428,15-03-2011,18088.67,03-10-2025,55.39,52.28,58,Female,,Nest Pension Ltd,25466,
MEM0001748,EMP000030,2651177,14-08-2021,12587.49,24-09-2028,155.27,151.74,52,Male,,Nest Pension Ltd,38124,
MEM0001749,EMP000042,4612365,24-06-2017,14296.65,06-05-2031,77.57,79.54,65,Male,,Nest Pension Ltd,22738,
MEM0001750,EMP000022,1445199,21-09-2012,43667.31,15-10-2025,157.42,135.65,69,Female,20-05-2024,Nest Pension Ltd,39819,
MEM0001751,EMP000010,2161193,09-02-2021,2912.65,12-01-2056,29.48,32.49,31,Female,,Nest Pension Ltd,12818,
MEM0001752,EMP000010,2110460,03-02-2024,3821.3,04-10-2040,188.07,159.32,39,Female,,Nest Pension Ltd,60083,
MEM0001753,EMP000013,2714803,05-07-2011,20478.2,30-04-2051,64.32,60.55,33,Female,,Nest Pension Ltd,14013,
MEM0001754,EMP000034,6708456,19-07-2015,7798.82,11-03-2041,36.06,31.76,42,Male,,Nest Pension Ltd,12195,
MEM0001755,EMP000033,5924115,06-10-2018,15972.24,27-02-2054,106.42,106.54,29,Male,,Nest Pension Ltd,35563,
MEM0001756,EMP000012,5479144,06-04-2022,5795.76,28-02-2056,94.34,81.29,38,Female,,Nest Pension Ltd,51377,
MEM0001757,EMP000028,8707870,08-04-2024,1081.91,10-06-2063,67.57,67.67,21,Female,,Nest Pension Ltd,21593,
MEM0001758,EMP000043,2197935,30-10-2013,31183.26,19-10-2030,112.83,116.46,63,Female,,Nest Pension Ltd,29180,
MEM0001759,EMP000031,2785277,03-07-2016,22538.01,25-04-2037,107.16,111.66,46,Male,,Nest Pension Ltd,53864,
MEM0001760,EMP000043,6440561,10-10-2018,21972.52,31-05-2033,157.06,135.91,50,Male,,Nest Pension Ltd,41090,
MEM0001761,EMP000028,8707870,18-08-2010,54060.8,10-10-2041,165.69,145,52,Female,,Nest Pension Ltd,44688,
MEM0001762,EMP000001,3770370,16-10-2016,7695.47,26-10-2063,39.31,38.42,30,Female,,Nest Pension Ltd,18514,
MEM0001763,EMP000023,5437923,30-06-2020,4780.9,01-07-2034,48.08,40.46,53,Female,,Nest Pension Ltd,12000,
MEM0001764,EMP000023,3710343,15-04-2021,9910.12,03-04-2055,99.6,120.62,36,Female,,Nest Pension Ltd,22089,
MEM0001765,EMP000033,4335942,30-11-2013,36978.08,22-10-2051,130.78,145.18,40,Female,,Nest Pension Ltd,52714,
MEM0001766,EMP000022,1054447,21-02-2013,21925.36,03-09-2040,74.14,78.12,48,Male,,Nest Pension Ltd,41049,
MEM0001767,EMP000042,6007072,12-06-2018,27058.6,30-03-2029,175.12,167.39,56,Female,,Nest Pension Ltd,60101,
